Complaint ID,Product,Issue,State,Date received,Submitted via,Resolution Time Reponse
4861,Mortgage,Complaint: Credit decision / Underwriting,MN,2014-06-19 00:00:00,Web,Instant
4862,Bank account or service,Complaint: Deposits and withdrawals,IL,2013-04-26 00:00:00,Ema,Instant
4863,Credit reporting,Complaint: Credit reporting company's investigation,CA,2013-03-12 00:00:00,Web,Instant
4864,Bank account or service,"Complaint: Account opening, closing, or management",CO,2014-06-26 00:00:00,Web,Instant
4865,Debt collection,Complaint: False statements or representation,TX,2015-10-26 00:00:00,Web,Instant
4866,Credit reporting,Complaint: Credit reporting company's investigation,FL,2015-08-26 00:00:00,Web,Instant
4867,Bank account or service,Complaint: Deposits and withdrawals,NV,2014-07-05 00:00:00,Ema,Fast
4868,Mortgage,"Complaint: Application, originator, mortgage broker",IN,2013-02-01 00:00:00,Pho,Fast
4869,Credit card,Complaint: Billing disputes,FL,2013-05-03 00:00:00,Web,Fast
4870,Mortgage,"Complaint: Loan servicing, payments, escrow account",MI,2015-07-15 00:00:00,Web,Instant
4871,Money transfers,Complaint: Fraud or scam,KS,2015-10-11 00:00:00,Web,Instant
4872,Bank account or service,"Complaint: Account opening, closing, or management",FL,2015-05-20 00:00:00,Web,Instant
4873,Consumer Loan,Complaint: Problems when you are unable to pay,IL,2015-11-18 00:00:00,Web,Fast
4874,Credit reporting,Complaint: Credit reporting company's investigation,MD,2015-07-07 00:00:00,Web,Instant
4875,Student loan,Complaint: Can't repay my loan,NC,2016-10-26 00:00:00,Web,Instant
4876,Credit reporting,Complaint: Improper use of my credit report,TX,2015-05-06 00:00:00,Pos,Fast
4877,Credit card,Complaint: Identity theft / Fraud / Embezzlement,MI,2016-01-21 00:00:00,Web,Instant
4878,Payday loan,Complaint: Charged fees or interest I didn't expect,FL,2014-03-26 00:00:00,Web,Instant
4879,Consumer Loan,Complaint: Managing the loan or lease,CA,2015-05-13 00:00:00,Web,Instant
4880,Debt collection,"Complaint: Loan modification,collection,foreclosure",AZ,2015-02-17 00:00:00,Web,Instant
4881,Credit card,Complaint: Identity theft / Fraud / Embezzlement,CA,2016-05-19 00:00:00,Pho,Fast
4882,Debt collection,Complaint: Taking/threatening an illegal action,FL,2014-10-15 00:00:00,Web,Fast
4883,Credit reporting,Complaint: Improper use of my credit report,IL,2016-09-03 00:00:00,Pos,Fast
4884,Student loan,Complaint: Can't repay my loan,IL,2015-06-07 00:00:00,Web,Instant
4885,Debt collection,"Complaint: Loan modification,collection,foreclosure",TX,2015-12-18 00:00:00,Web,Instant
4886,Mortgage,"Complaint: Loan servicing, payments, escrow account",OH,2013-07-17 00:00:00,Web,Fast
4887,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2014-10-14 00:00:00,Web,Instant
4888,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2016-10-27 00:00:00,Web,Instant
4889,Bank account or service,"Complaint: Account opening, closing, or management",CA,2016-06-22 00:00:00,Web,Instant
4890,Mortgage,"Complaint: Loan servicing, payments, escrow account",WA,2013-08-07 00:00:00,Ema,Fast
4891,Debt collection,Complaint: Taking/threatening an illegal action,TX,2013-08-30 00:00:00,Web,Fast
4892,Bank account or service,"Complaint: Making/receiving payments, sending money",CT,2014-09-01 00:00:00,Pho,Instant
4893,Bank account or service,"Complaint: Account opening, closing, or management",CA,2016-10-08 00:00:00,Web,Instant
4894,Mortgage,"Complaint: Loan servicing, payments, escrow account",NJ,2013-12-16 00:00:00,Ema,Fast
4895,Debt collection,Complaint: Communication tactics,TX,2015-09-28 00:00:00,Web,Instant
4896,Consumer Loan,Complaint: Managing the loan or lease,GA,2016-02-22 00:00:00,Pho,Fast
4897,Consumer Loan,Complaint: Managing the loan or lease,CA,2013-06-20 00:00:00,Web,Fast
4898,Debt collection,Complaint: Communication tactics,TX,2015-01-30 00:00:00,Web,Instant
4899,Credit reporting,Complaint: Unable to get credit report/credit score,CA,2014-11-21 00:00:00,Web,Instant
4900,Debt collection,Complaint: False statements or representation,IL,2014-01-27 00:00:00,Web,Fast
4901,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2014-10-13 00:00:00,Web,Instant
4902,Student loan,Complaint: Can't repay my loan,IL,2014-12-06 00:00:00,Web,Instant
4903,Debt collection,"Complaint: Loan modification,collection,foreclosure",TX,2016-09-03 00:00:00,Web,Instant
4904,Credit card,Complaint: Payoff process,CA,2014-06-08 00:00:00,Ema,Fast
4905,Bank account or service,Complaint: Problems caused by my funds being low,CA,2013-05-17 00:00:00,Pho,Fast
4906,Mortgage,"Complaint: Loan servicing, payments, escrow account",WI,2014-03-21 00:00:00,Pos,Fast
4907,Mortgage,"Complaint: Loan servicing, payments, escrow account",TN,2014-03-19 00:00:00,Web,Instant
4908,Mortgage,"Complaint: Loan servicing, payments, escrow account",CO,2014-06-03 00:00:00,Web,Instant
4909,Bank account or service,"Complaint: Account opening, closing, or management",FL,2015-02-02 00:00:00,Ema,Fast
4910,Bank account or service,Complaint: Deposits and withdrawals,NC,2015-07-04 00:00:00,Web,Instant
4911,Debt collection,Complaint: Communication tactics,MI,2015-06-18 00:00:00,Web,Instant
4912,Student loan,Complaint: Can't repay my loan,OH,2014-12-19 00:00:00,Web,Fast
4913,Credit reporting,Complaint: Unable to get credit report/credit score,IL,2016-07-05 00:00:00,Web,Instant
4914,Credit card,Complaint: Customer service / Customer relations,AR,2015-05-02 00:00:00,Web,Instant
4915,Credit card,Complaint: Credit determination,CA,2013-08-10 00:00:00,Pos,Instant
4916,Mortgage,"Complaint: Loan servicing, payments, escrow account",SC,2013-02-01 00:00:00,Web,Fast
4917,Credit card,Complaint: Unsolicited issuance of credit card,TX,2016-06-29 00:00:00,Web,Instant
4918,Debt collection,Complaint: Improper contact or sharing of info,WI,2014-10-21 00:00:00,Web,Fast
4919,Student loan,Complaint: Dealing with my lender or servicer,PA,2014-10-29 00:00:00,Web,Instant
4920,Bank account or service,"Complaint: Making/receiving payments, sending money",MD,2013-12-14 00:00:00,Web,Instant
4921,Debt collection,Complaint: Communication tactics,VA,2016-09-23 00:00:00,Web,Instant
4922,Credit reporting,Complaint: Unable to get credit report/credit score,NY,2014-10-21 00:00:00,Web,Instant
4923,Student loan,Complaint: Problems when you are unable to pay,NJ,2013-07-24 00:00:00,Web,Fast
4924,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2016-07-26 00:00:00,Web,Instant
4925,Debt collection,Complaint: Improper contact or sharing of info,FL,2014-06-04 00:00:00,Web,Instant
4926,Debt collection,Complaint: False statements or representation,MD,2016-03-29 00:00:00,Web,Instant
4927,Debt collection,"Complaint: Loan modification,collection,foreclosure",VA,2015-04-30 00:00:00,Pho,Fast
4928,Other financial service,Complaint: Customer service/Customer relations,TX,2016-09-22 00:00:00,Web,Fast
4929,Mortgage,"Complaint: Application, originator, mortgage broker",OH,2013-08-29 00:00:00,Ema,Fast
4930,Bank account or service,"Complaint: Account opening, closing, or management",OR,2015-08-16 00:00:00,Web,Instant
4931,Debt collection,Complaint: Communication tactics,WA,2014-06-11 00:00:00,Web,Instant
4932,Bank account or service,Complaint: Problems caused by my funds being low,FL,2015-10-12 00:00:00,Web,Instant
4933,Bank account or service,Complaint: Deposits and withdrawals,FL,2015-06-11 00:00:00,Ema,Fast
4934,Mortgage,Complaint: Credit decision / Underwriting,VA,2016-07-29 00:00:00,Web,Instant
4935,Bank account or service,Complaint: Problems caused by my funds being low,NV,2013-09-20 00:00:00,Web,Fast
4936,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2013-10-20 00:00:00,Web,Fast
4937,Debt collection,Complaint: False statements or representation,NC,2014-04-23 00:00:00,Web,Instant
4938,Credit card,Complaint: Billing statement,CO,2015-10-20 00:00:00,Web,Instant
4939,Debt collection,"Complaint: Loan modification,collection,foreclosure",WA,2016-07-26 00:00:00,Web,Instant
4940,Consumer Loan,Complaint: Shopping for a loan or lease,MI,2013-09-20 00:00:00,Web,Instant
4941,Student loan,Complaint: Dealing with my lender or servicer,PA,2014-09-22 00:00:00,Web,Instant
4942,Credit reporting,Complaint: Credit reporting company's investigation,VA,2016-02-05 00:00:00,Web,Instant
4943,Consumer Loan,Complaint: Taking out the loan or lease,MA,2016-07-19 00:00:00,Web,Fast
4944,Debt collection,Complaint: Communication tactics,GA,2014-10-14 00:00:00,Web,Fast
4945,Debt collection,"Complaint: Loan modification,collection,foreclosure",SC,2014-11-20 00:00:00,Pho,Instant
4946,Credit card,Complaint: Identity theft / Fraud / Embezzlement,CT,2015-10-23 00:00:00,Web,Instant
4947,Bank account or service,Complaint: Deposits and withdrawals,OR,2014-04-26 00:00:00,Web,Instant
4948,Credit card,Complaint: Credit reporting,CA,2013-01-17 00:00:00,Web,Fast
4949,Mortgage,"Complaint: Loan servicing, payments, escrow account",VA,2016-07-22 00:00:00,Web,Instant
4950,Money transfers,Complaint: Fraud or scam,NY,2014-03-04 00:00:00,Web,Instant
4951,Mortgage,"Complaint: Loan servicing, payments, escrow account",NY,2015-05-27 00:00:00,Ema,Fast
4952,Mortgage,"Complaint: Loan servicing, payments, escrow account",IN,2016-06-23 00:00:00,Web,Fast
4953,Bank account or service,"Complaint: Account opening, closing, or management",NC,2015-06-01 00:00:00,Pho,Fast
4954,Credit card,Complaint: Sale of account,TN,2013-07-15 00:00:00,Pos,Fast
4955,Bank account or service,"Complaint: Account opening, closing, or management",CT,2015-01-25 00:00:00,Web,Fast
4956,Credit reporting,Complaint: Unable to get credit report/credit score,MO,2014-03-06 00:00:00,Web,Instant
4957,Credit card,Complaint: Convenience checks,MI,2014-08-22 00:00:00,Ema,Fast
4958,Student loan,Complaint: Dealing with my lender or servicer,NJ,2014-07-25 00:00:00,Web,Fast
4959,Credit card,Complaint: APR or interest rate,OH,2014-05-19 00:00:00,Web,Fast
4960,Student loan,Complaint: Can't repay my loan,LA,2015-06-24 00:00:00,Web,Fast
4961,Mortgage,"Complaint: Loan servicing, payments, escrow account",PA,2016-03-31 00:00:00,Web,Instant
4962,Credit reporting,Complaint: Unable to get credit report/credit score,LA,2014-03-25 00:00:00,Web,Instant
4963,Bank account or service,"Complaint: Account opening, closing, or management",MA,2016-02-06 00:00:00,Web,Instant
4964,Mortgage,"Complaint: Loan servicing, payments, escrow account",PA,2016-02-26 00:00:00,Web,Instant
4965,Mortgage,"Complaint: Loan servicing, payments, escrow account",MI,2013-02-14 00:00:00,Ema,Instant
4966,Student loan,Complaint: Dealing with my lender or servicer,IL,2016-04-25 00:00:00,Web,Instant
4967,Mortgage,"Complaint: Loan servicing, payments, escrow account",WI,2015-06-24 00:00:00,Web,Instant
4968,Consumer Loan,Complaint: Managing the loan or lease,FL,2013-01-23 00:00:00,Pho,Instant
4969,Debt collection,Complaint: Improper contact or sharing of info,NC,2015-01-22 00:00:00,Web,Instant
4970,Debt collection,Complaint: False statements or representation,CA,2014-06-08 00:00:00,Web,Instant
4971,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2014-02-11 00:00:00,Web,Instant
4972,Consumer Loan,Complaint: Managing the loan or lease,TX,2015-10-11 00:00:00,Web,Fast
4973,Credit card,Complaint: Identity theft / Fraud / Embezzlement,CA,2013-12-07 00:00:00,Web,Instant
4974,Credit card,Complaint: Credit determination,PA,2015-04-15 00:00:00,Ema,Fast
4975,Mortgage,"Complaint: Application, originator, mortgage broker",CA,2015-12-18 00:00:00,Web,Fast
4976,Bank account or service,Complaint: Using a debit or ATM card,TN,2016-11-08 00:00:00,Web,Instant
4977,Credit reporting,Complaint: Credit monitoring or identity protection,KS,2016-10-02 00:00:00,Web,Instant
4978,Mortgage,"Complaint: Loan servicing, payments, escrow account",MD,2014-08-13 00:00:00,Ema,Fast
4979,Credit reporting,Complaint: Improper use of my credit report,RI,2013-01-17 00:00:00,Web,Fast
4980,Credit card,Complaint: Delinquent account,FL,2015-02-11 00:00:00,Web,Instant
4981,Mortgage,Complaint: Credit decision / Underwriting,NC,2016-03-08 00:00:00,Web,Fast
4982,Mortgage,"Complaint: Loan servicing, payments, escrow account",MA,2014-08-21 00:00:00,Web,Instant
4983,Credit reporting,Complaint: Unable to get credit report/credit score,CO,2014-02-22 00:00:00,Pos,Fast
4984,Bank account or service,"Complaint: Making/receiving payments, sending money",MO,2016-11-08 00:00:00,Web,Instant
4985,Debt collection,Complaint: False statements or representation,DC,2015-07-16 00:00:00,Web,Instant
4986,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2014-05-23 00:00:00,Web,Instant
4987,Credit card,Complaint: Identity theft / Fraud / Embezzlement,CA,2013-02-04 00:00:00,Web,Instant
4988,Bank account or service,"Complaint: Account opening, closing, or management",TX,2016-09-06 00:00:00,Web,Instant
4989,Mortgage,"Complaint: Loan servicing, payments, escrow account",CT,2014-10-21 00:00:00,Web,Instant
4990,Credit card,Complaint: Customer service / Customer relations,AZ,2013-09-17 00:00:00,Web,Instant
4991,Credit card,Complaint: Billing disputes,OH,2016-06-15 00:00:00,Web,Instant
4992,Mortgage,"Complaint: Application, originator, mortgage broker",VA,2015-05-14 00:00:00,Pho,Fast
4993,Credit reporting,Complaint: Credit reporting company's investigation,TN,2015-10-07 00:00:00,Web,Instant
4994,Debt collection,Complaint: False statements or representation,NJ,2016-08-16 00:00:00,Web,Instant
4995,Credit card,Complaint: Billing disputes,TX,2015-11-22 00:00:00,Web,Fast
4996,Mortgage,"Complaint: Loan servicing, payments, escrow account",TX,2015-02-20 00:00:00,Web,Fast
4997,Mortgage,"Complaint: Loan servicing, payments, escrow account",MD,2016-03-31 00:00:00,Web,Instant
4998,Consumer Loan,Complaint: Applied for loan/did not receive money,AK,2014-09-09 00:00:00,Pho,Fast
4999,Bank account or service,Complaint: Problems caused by my funds being low,NJ,2015-06-26 00:00:00,Web,Instant
5000,Mortgage,"Complaint: Loan servicing, payments, escrow account",WI,2013-04-01 00:00:00,Web,Instant
5001,Student loan,Complaint: Dealing with my lender or servicer,TN,2016-12-04 00:00:00,Web,Instant
5002,Mortgage,Complaint: Settlement process and costs,CA,2015-02-07 00:00:00,Web,Instant
5003,Credit card,Complaint: Billing disputes,NY,2015-06-16 00:00:00,Web,Fast
5004,Debt collection,Complaint: Improper contact or sharing of info,NV,2015-03-31 00:00:00,Web,Instant
5005,Bank account or service,Complaint: Deposits and withdrawals,MA,2014-06-11 00:00:00,Fax,Instant
5006,Mortgage,"Complaint: Application, originator, mortgage broker",FL,2015-05-09 00:00:00,Web,Instant
5007,Mortgage,"Complaint: Loan servicing, payments, escrow account",MD,2013-10-09 00:00:00,Ema,Fast
5008,Credit reporting,Complaint: Credit reporting company's investigation,MO,2016-04-05 00:00:00,Web,Instant
5009,Credit card,Complaint: Delinquent account,CA,2016-02-03 00:00:00,Web,Instant
5010,Credit card,Complaint: Credit card protection / Debt protection,MD,2014-06-02 00:00:00,Web,Instant
5011,Credit card,Complaint: Payoff process,MA,2014-04-18 00:00:00,Pho,Fast
5012,Credit reporting,Complaint: Credit monitoring or identity protection,NC,2016-08-18 00:00:00,Pos,Fast
5013,Debt collection,"Complaint: Loan modification,collection,foreclosure",VA,2016-02-02 00:00:00,Ema,Fast
5014,Credit reporting,Complaint: Unable to get credit report/credit score,NJ,2016-06-24 00:00:00,Web,Instant
5015,Debt collection,"Complaint: Loan modification,collection,foreclosure",TX,2014-04-08 00:00:00,Web,Instant
5016,Mortgage,"Complaint: Loan servicing, payments, escrow account",DE,2014-09-12 00:00:00,Web,Fast
5017,Debt collection,"Complaint: Loan modification,collection,foreclosure",NY,2015-07-22 00:00:00,Web,Fast
5018,Credit reporting,Complaint: Credit reporting company's investigation,GA,2016-03-30 00:00:00,Web,Fast
5019,Mortgage,"Complaint: Loan servicing, payments, escrow account",GA,2013-06-15 00:00:00,Web,Fast
5020,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2013-03-28 00:00:00,Web,Instant
5021,Bank account or service,"Complaint: Making/receiving payments, sending money",FL,2016-01-27 00:00:00,Web,Instant
5022,Bank account or service,"Complaint: Account opening, closing, or management",TX,2016-10-02 00:00:00,Web,Instant
5023,Credit card,Complaint: APR or interest rate,NC,2013-02-09 00:00:00,Web,Instant
5024,Debt collection,Complaint: Improper contact or sharing of info,NJ,2014-02-24 00:00:00,Web,Instant
5025,Credit reporting,Complaint: Credit reporting company's investigation,TX,2015-12-16 00:00:00,Web,Instant
5026,Consumer Loan,Complaint: Managing the loan or lease,MO,2016-07-29 00:00:00,Web,Instant
5027,Consumer Loan,Complaint: Problems when you are unable to pay,NV,2014-08-14 00:00:00,Web,Instant
5028,Bank account or service,Complaint: Using a debit or ATM card,RI,2016-04-08 00:00:00,Web,Instant
5029,Debt collection,Complaint: False statements or representation,FL,2014-05-13 00:00:00,Web,Fast
5030,Student loan,Complaint: Dealing with my lender or servicer,NY,2016-02-24 00:00:00,Web,Fast
5031,Bank account or service,"Complaint: Account opening, closing, or management",TN,2013-08-11 00:00:00,Web,Instant
5032,Bank account or service,Complaint: Problems caused by my funds being low,MA,2014-02-28 00:00:00,Web,Instant
5033,Consumer Loan,Complaint: Managing the loan or lease,MI,2016-08-08 00:00:00,Ema,Fast
5034,Bank account or service,Complaint: Deposits and withdrawals,TX,2015-07-01 00:00:00,Web,Instant
5035,Consumer Loan,Complaint: Managing the loan or lease,CA,2015-12-11 00:00:00,Web,Instant
5036,Debt collection,Complaint: False statements or representation,TX,2014-05-27 00:00:00,Web,Instant
5037,Bank account or service,Complaint: Deposits and withdrawals,IN,2013-03-12 00:00:00,Pho,Instant
5038,Credit reporting,Complaint: Credit reporting company's investigation,TX,2016-11-03 00:00:00,Web,Instant
5039,Credit card,Complaint: Forbearance / Workout plans,MI,2014-03-02 00:00:00,Web,Instant
5040,Debt collection,"Complaint: Loan modification,collection,foreclosure",WA,2014-01-14 00:00:00,Web,Fast
5041,Credit card,Complaint: Billing disputes,OH,2013-03-22 00:00:00,Web,Fast
5042,Credit card,Complaint: Advertising and marketing,MA,2016-07-19 00:00:00,Web,Instant
5043,Debt collection,Complaint: Communication tactics,VA,2014-12-17 00:00:00,Web,Instant
5044,Credit card,Complaint: Billing disputes,NY,2015-07-10 00:00:00,Web,Instant
5045,Mortgage,"Complaint: Loan servicing, payments, escrow account",SC,2015-06-23 00:00:00,Web,Instant
5046,Consumer Loan,Complaint: Managing the loan or lease,MI,2014-02-16 00:00:00,Web,Fast
5047,Debt collection,Complaint: Improper contact or sharing of info,OH,2016-06-21 00:00:00,Web,Fast
5048,Mortgage,"Complaint: Application, originator, mortgage broker",TX,2016-03-30 00:00:00,Web,Fast
5049,Credit reporting,Complaint: Credit monitoring or identity protection,CA,2014-02-21 00:00:00,Web,Fast
5050,Student loan,Complaint: Dealing with my lender or servicer,TX,2014-03-20 00:00:00,Fax,Fast
5051,Bank account or service,Complaint: Problems caused by my funds being low,FL,2014-11-17 00:00:00,Ema,Fast
5052,Credit reporting,Complaint: Unable to get credit report/credit score,PA,2015-11-06 00:00:00,Web,Instant
5053,Credit card,Complaint: Identity theft / Fraud / Embezzlement,IL,2016-08-29 00:00:00,Web,Instant
5054,Mortgage,"Complaint: Loan servicing, payments, escrow account",NJ,2013-12-11 00:00:00,Web,Instant
5055,Credit card,Complaint: Billing disputes,FL,2014-05-30 00:00:00,Web,Instant
5056,Student loan,Complaint: Can't repay my loan,GA,2015-12-29 00:00:00,Web,Instant
5057,Debt collection,Complaint: False statements or representation,CA,2015-05-05 00:00:00,Web,Fast
5058,Credit card,Complaint: Billing disputes,PA,2016-01-14 00:00:00,Web,Instant
5059,Mortgage,"Complaint: Application, originator, mortgage broker",NY,2013-12-31 00:00:00,Web,Instant
5060,Mortgage,"Complaint: Loan servicing, payments, escrow account",GA,2013-06-02 00:00:00,Ema,Fast
5061,Mortgage,"Complaint: Loan servicing, payments, escrow account",GA,2014-03-03 00:00:00,Web,Fast
5062,Debt collection,Complaint: Communication tactics,PA,2016-05-20 00:00:00,Web,Fast
5063,Credit card,Complaint: Credit line increase/decrease,FL,2013-03-12 00:00:00,Pho,Instant
5064,Credit card,Complaint: Closing/Cancelling account,OK,2015-06-04 00:00:00,Web,Instant
5065,Consumer Loan,Complaint: Managing the loan or lease,MI,2016-06-24 00:00:00,Ema,Fast
5066,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2013-06-18 00:00:00,Web,Fast
5067,Debt collection,"Complaint: Loan modification,collection,foreclosure",VA,2016-05-04 00:00:00,Pho,Instant
5068,Credit card,Complaint: Bankruptcy,MI,2015-06-05 00:00:00,Web,Instant
5069,Mortgage,"Complaint: Loan servicing, payments, escrow account",OH,2015-04-19 00:00:00,Web,Instant
5070,Credit card,Complaint: Billing disputes,IL,2014-03-02 00:00:00,Web,Instant
5071,Mortgage,"Complaint: Loan servicing, payments, escrow account",HI,2015-08-28 00:00:00,Web,Instant
5072,Student loan,Complaint: Dealing with my lender or servicer,CA,2015-10-14 00:00:00,Web,Fast
5073,Credit card,Complaint: Delinquent account,NC,2014-11-19 00:00:00,Web,Instant
5074,Mortgage,Complaint: Settlement process and costs,MN,2015-03-19 00:00:00,Web,Instant
5075,Credit reporting,Complaint: Unable to get credit report/credit score,MO,2014-02-03 00:00:00,Web,Fast
5076,Credit card,Complaint: Customer service / Customer relations,AZ,2016-01-07 00:00:00,Web,Instant
5077,Bank account or service,Complaint: Deposits and withdrawals,NC,2013-10-24 00:00:00,Web,Instant
5078,Student loan,Complaint: Getting a loan,CA,2016-04-15 00:00:00,Web,Instant
5079,Bank account or service,"Complaint: Account opening, closing, or management",NJ,2016-05-02 00:00:00,Web,Instant
5080,Debt collection,Complaint: Communication tactics,CA,2014-01-16 00:00:00,Web,Instant
5081,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2015-04-18 00:00:00,Web,Instant
5082,Mortgage,"Complaint: Application, originator, mortgage broker",SC,2015-06-29 00:00:00,Web,Instant
5083,Bank account or service,"Complaint: Making/receiving payments, sending money",FL,2016-09-02 00:00:00,Ema,Fast
5084,Credit card,Complaint: Identity theft / Fraud / Embezzlement,OK,2015-11-17 00:00:00,Web,Instant
5085,Credit reporting,Complaint: Credit reporting company's investigation,FL,2013-08-23 00:00:00,Web,Instant
5086,Consumer Loan,Complaint: Managing the loan or lease,MA,2016-05-02 00:00:00,Web,Instant
5087,Bank account or service,Complaint: Using a debit or ATM card,IL,2016-07-19 00:00:00,Web,Instant
5088,Debt collection,"Complaint: Loan modification,collection,foreclosure",MI,2016-11-04 00:00:00,Pho,Fast
5089,Mortgage,"Complaint: Loan servicing, payments, escrow account",CT,2016-03-05 00:00:00,Ema,Fast
5090,Mortgage,"Complaint: Application, originator, mortgage broker",DE,2016-06-09 00:00:00,Web,Instant
5091,Credit card,Complaint: Credit determination,NY,2013-08-25 00:00:00,Web,Instant
5092,Credit card,Complaint: Billing disputes,WA,2014-05-05 00:00:00,Ema,Fast
5093,Credit card,Complaint: Delinquent account,IL,2015-08-06 00:00:00,Web,Instant
5094,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2013-05-06 00:00:00,Web,Instant
5095,Prepaid card,"Complaint: Managing, opening, or closing account",MS,2015-06-11 00:00:00,Pho,Fast
5096,Mortgage,"Complaint: Loan servicing, payments, escrow account",NJ,2014-11-14 00:00:00,Web,Instant
5097,Mortgage,Complaint: Settlement process and costs,FL,2014-12-09 00:00:00,Web,Instant
5098,Credit card,Complaint: Customer service / Customer relations,MD,2014-07-28 00:00:00,Web,Instant
5099,Credit reporting,Complaint: Credit monitoring or identity protection,CA,2015-11-09 00:00:00,Web,Instant
5100,Credit card,Complaint: Billing statement,MI,2014-03-22 00:00:00,Web,Instant
5101,Mortgage,"Complaint: Loan servicing, payments, escrow account",DC,2013-09-07 00:00:00,Web,Fast
5102,Student loan,Complaint: Dealing with my lender or servicer,PA,2015-01-31 00:00:00,Web,Instant
5103,Credit card,Complaint: Identity theft / Fraud / Embezzlement,CA,2015-01-07 00:00:00,Pos,Instant
5104,Debt collection,"Complaint: Loan modification,collection,foreclosure",FL,2015-10-04 00:00:00,Web,Instant
5105,Payday loan,Complaint: Charged bank acct wrong day or amt,OK,2015-10-22 00:00:00,Web,Instant
5106,Student loan,Complaint: Can't repay my loan,MD,2016-06-14 00:00:00,Web,Instant
5107,Debt collection,Complaint: False statements or representation,OH,2015-03-13 00:00:00,Web,Instant
5108,Student loan,Complaint: Problems when you are unable to pay,PA,2013-01-30 00:00:00,Web,Instant
5109,Student loan,Complaint: Getting a loan,NC,2013-01-16 00:00:00,Web,Fast
5110,Mortgage,"Complaint: Loan servicing, payments, escrow account",CA,2016-05-14 00:00:00,Web,Instant
5111,Bank account or service,Complaint: Problems caused by my funds being low,NY,2015-09-19 00:00:00,Web,Fast
5112,Credit reporting,Complaint: Credit reporting company's investigation,OK,2015-07-04 00:00:00,Web,Instant
5113,Mortgage,"Complaint: Application, originator, mortgage broker",MI,2015-08-06 00:00:00,Web,Instant
5114,Consumer Loan,Complaint: Problems when you are unable to pay,NV,2014-06-05 00:00:00,Web,Fast
5115,Debt collection,Complaint: Taking/threatening an illegal action,CO,2015-11-04 00:00:00,Web,Instant
5116,Debt collection,"Complaint: Loan modification,collection,foreclosure",CA,2015-08-08 00:00:00,Web,Instant
5117,Credit card,Complaint: Identity theft / Fraud / Embezzlement,CA,2014-07-29 00:00:00,Web,Instant
5118,Bank account or service,Complaint: Deposits and withdrawals,MI,2016-07-06 00:00:00,Ema,Fast
5119,Debt collection,Complaint: Communication tactics,MA,2015-05-11 00:00:00,Web,Fast
5120,Debt collection,Complaint: False statements or representation,AL,2016-06-27 00:00:00,Web,Fast
5121,Debt collection,Complaint: Communication tactics,NY,2014-04-30 00:00:00,Ema,Fast
5122,Debt collection,Complaint: Communication tactics,WA,2014-09-30 00:00:00,Web,Instant
5123,Credit card,Complaint: Billing disputes,CA,2015-07-15 00:00:00,Web,Fast
5124,Credit card,Complaint: APR or interest rate,NC,2013-06-24 00:00:00,Pho,Fast
5125,Consumer Loan,Complaint: Taking out the loan or lease,MD,2015-08-25 00:00:00,Web,Instant
5126,Student loan,Complaint: Dealing with my lender or servicer,TX,2015-03-28 00:00:00,Web,Instant
5127,Credit reporting,Complaint: Credit reporting company's investigation,TX,2015-08-18 00:00:00,Web,Instant
5128,Mortgage,"Complaint: Loan servicing, payments, escrow account",FL,2015-10-03 00:00:00,Web,Instant
5129,Bank account or service,"Complaint: Account opening, closing, or management",NY,2015-06-05 00:00:00,Pho,Fast
5130,Mortgage,"Complaint: Application, originator, mortgage broker",TX,2013-01-15 00:00:00,Ema,Fast
5131,Debt collection,"Complaint: Loan modification,collection,foreclosure",TX,2016-06-03 00:00:00,Web,Instant
5132,Mortgage,"Complaint: Application, originator, mortgage broker",CA,2016-10-01 00:00:00,Web,Instant
5133,Debt collection,Complaint: Communication tactics,CA,2016-06-16 00:00:00,Web,Instant
5134,Debt collection,"Complaint: Loan modification,collection,foreclosure",IL,2016-04-29 00:00:00,Web,Instant
5135,Bank account or service,Complaint: Deposits and withdrawals,MA,2015-09-25 00:00:00,Ema,Fast
5136,Credit reporting,Complaint: Credit reporting company's investigation,FL,2016-04-13 00:00:00,Web,Instant
5137,Credit card,Complaint: Identity theft / Fraud / Embezzlement,FL,2016-06-21 00:00:00,Web,Instant
5138,Credit reporting,Complaint: Unable to get credit report/credit score,TX,2015-02-10 00:00:00,Web,Instant
5139,Mortgage,"Complaint: Loan servicing, payments, escrow account",TN,2015-04-30 00:00:00,Ema,Fast
5140,Debt collection,Complaint: Improper contact or sharing of info,AZ,2016-08-23 00:00:00,Web,Fast
5141,Mortgage,"Complaint: Application, originator, mortgage broker",MD,2015-04-23 00:00:00,Ema,Fast
5142,Credit reporting,Complaint: Credit reporting company's investigation,TX,2013-11-22 00:00:00,Web,Fast
